bidder_id,payment_account,address,outcome
c0549e76b179912d52a28c3eb9b29376yaxvu,a3d2de7675556553a5f08e4c88d2c228wx3vf,00de21ff3627811075faf2a3a0880053yi40s,0.0
38e919293f5dbd62d87ce288e41aae2a281m2,a3d2de7675556553a5f08e4c88d2c228ocx73,937e24e5329b1758d1180c3b83041b1b78i8n,0.0
585e7c21b80baf2225224fe140cdb1a73ddrf,a3d2de7675556553a5f08e4c88d2c228bvufu,a3d2de7675556553a5f08e4c88d2c22881vc1,0.0
d91a4421996dcf429f575e372915cdcedae6g,a3d2de7675556553a5f08e4c88d2c2286gew9,e350bda3ceb6067cad400ae931c3527aetdd8,0.0
880f542a275df1251612886d408b32e8m96cp,442b15af88aca8fee2753db9c53cf904nmnvu,4ac07901bc0cbd21be97e7099da33be3hj9e5,0.0
6e4d22dbabcf2eaae5689c7d155e1c1fev15l,84b5b2552033a90fa8b97a4f59e6cd2bgj8il,c038f8dc97e38c870ba2b6d50fce3d5fb25ou,0.0
25d75fd439571c1d9b946f5ec833786063vom,b493766aa07b5093bd0b0f029459fce2bb0ia,5e2f0a6e77f8fa7cac429738e58978a01gdoj,0.0
5354c02817e47f28e60e44a40ca5e48dll4sz,1862ef3b7965993cc975a1161010e810w2bwo,58e5dc4d38d886f6c7abf0c264a51cb7alhj2,1.0
d29003d7f3ec1f0e4ca9cc17e6389b4a4phcg,a0dc95936282ff8eef7ffa54f295255ctyafs,fa442b098896fe3f9aca16a6f100e597e5rky,0.0
b37b352197594dae96bb9219bf59d656oz79f,741f0cc2cc8fe65d86e65ce3c1ad9757hprgo,ad6673379b129d23eb72f94463cb9700w3hpt,0.0
9c509838d129fcee98cb3934079ca36asla50,a3d2de7675556553a5f08e4c88d2c228yyj66,fa7c5a29b73357781dfe14dc4d979d36u26ga,0.0
99acffc3cd9bfcd00668dbf472a1979350mxk,8782587a1caaf821011d23f2058c289fafxx5,ea349e9643eac4a7bfd988257e7bea339bzcz,0.0
067ff22ebf0d33fe0deedc816d75973865jo7,a3d2de7675556553a5f08e4c88d2c22848lqa,022b06519985716abd9fc8ce83540d58wsgo1,0.0
11a38554244f3c14de043aaf52345c35jjqvo,f6933372b401e65b5448165c627298e514szs,c1cd73ea36352c6fb49cd5f6102253eb6bc5u,0.0
d878560888b11447e73324a6e263fbd5iydo1,a3d2de7675556553a5f08e4c88d2c228xxxoc,fb5f20b04f48113f484f73988d44a09a00106,0.0
0b68888358a492884e3885bcd73ea63bhxidk,988c8087646bb5398c2a7f2dae56c9011id6l,0f11e5e7f848d802639be461f6f291edmzf30,0.0
c748f0d69cc89d5812c9fe3a6413bbb26351l,a3d2de7675556553a5f08e4c88d2c2282srp4,b4154a40d0edd76b39d00d171bddab393ghfl,0.0
eaaae0fb54c7d36724a9679c3128d5a7gn4k5,a3d2de7675556553a5f08e4c88d2c2282n8m4,a3d2de7675556553a5f08e4c88d2c22856io3,0.0
322addd5687d99bf69306148e12f87dc5jbsh,a3d2de7675556553a5f08e4c88d2c228inzne,067b2b8d78e047310cd8e38f357e3e8f3dosj,0.0
2c581ec91825362ab66a7ffa05df5e70hl3h3,92cd127bcf0c3732db4aa19dc7d08d66jes9o,2f76151d768fe810c4524be4899a7640mr3c8,0.0
0d0b3d6dc27d0f8eed70971f8c6bec1bdrs0f,5ebce1ffc6522580bc259f07267db048iffso,ccb7793673e7815143faf6e5a0741a48ayi6e,0.0
a22fdc066a738070c6e4860924d06657hengu,82eb4cc834e4a54966cface1db3743e3e6n3r,a4b537419b53270759680e72232caeb9jnqc1,0.0
d6d3daba4bea632d7f5a4e2c5146f109dkd4m,a3d2de7675556553a5f08e4c88d2c228w1ktf,f83eb9ddf235f43bada7e09f3996e802n1j8m,0.0
1476226300a93d22b15253ed7339429a7ijk0,a3d2de7675556553a5f08e4c88d2c228yd4f4,a3d2de7675556553a5f08e4c88d2c228z6lmo,0.0
975dd5178d34453c1c3c8edc47cf44274uv5s,be0aa2520de962e5296a6d502232dcf44yhl7,2afd0c1fe23742a87d60ef83d308363bxhosq,0.0
95fede5853bfffda8f50f6af494ff1d1hsgie,489e7e52ea05c98ddf786c87c7f85575u5192,e3610ca6c35553a422481d4b43df8d189unvo,0.0
2a7d1f9483d34546c4d099e36e3a79790qvjm,a3d2de7675556553a5f08e4c88d2c228umhlx,8557f4faa59059abe912018abc4e1a22wnxhp,0.0
d36857d18a397e7e24d05dcbef3b919ftjstv,a3d2de7675556553a5f08e4c88d2c22805me4,e719ac065fb2ecdbf4aa7300db898fd60ilu2,0.0
c62bac5be6489bc0e0a7834a11167171c8ww3,fb2ab1d04077811291682bc157ff5928nja3g,7aea7e8f0c8cde7d0162ee1eb904ca7blyxqr,0.0
98783b6bd490f32f56c315307643c824nimw1,a3d2de7675556553a5f08e4c88d2c228no9d3,a3d2de7675556553a5f08e4c88d2c228e1ygc,0.0
29cc13d48af9832e0eb481c8a095fec7mom74,ee110026a946fc1550df647c2b92e111amivp,e5fbc3769df799a7f5d2d7ff6717b70d0sskj,0.0
342f22fed8b1e90c6ff1a6b7bd80f6334w094,a3d2de7675556553a5f08e4c88d2c228flpcx,06d5cb79a334eb89ad3dcaa43aded698v2av6,0.0
608d9b68afb12c6c27da6c6565ffe8297wvco,a3d2de7675556553a5f08e4c88d2c228o8hjn,d72896063c8e50e6a703210370d7f5b19b8b6,0.0
c0e1ecd40b81bda3b7dcec501334499dgzq17,a3d2de7675556553a5f08e4c88d2c2288o9u1,a3d2de7675556553a5f08e4c88d2c228rv2j2,0.0
a1f4d216a1a92507d97166151d7c9fe37bei4,a3d2de7675556553a5f08e4c88d2c2282nt5z,a3d2de7675556553a5f08e4c88d2c228td41f,0.0
5f50c6187a179e2ee7ba2fbcfc845c7a1smgr,7326f0a1592b18cb1e6ed7c8ebbd03a72qf7p,a3d2de7675556553a5f08e4c88d2c228uaoqg,0.0
9434778d2268f1fa2a8ede48c0cd05c097zey,ee3295c7b31a1e9116ebf0cf2df68ed1ac8ts,627fe7481f01372c02333477471cb237qt2vf,1.0
aabc211b4cf4d29e4ac7e7e361371622pockb,a3d2de7675556553a5f08e4c88d2c228pxtr6,a3d2de7675556553a5f08e4c88d2c228bxn98,1.0
e1da7d96b83f16aa80cc254572cc154fcoudy,a27bbbfe50ced2566f17d94553ec7b6b5tbd6,6e548b6e1651a796d3706c7a843a0005sa8n8,0.0
8abc7635daf75f9fbeb63783b7b8ccd5rvuyo,a3d2de7675556553a5f08e4c88d2c228xcyxp,4f3320c84aa937b47bbd98b614a1880cnw86u,0.0
e97becf0d4632035ad4cd5e65c827d6f0xawy,8a8477197466aca39674e2a2d7df9648xlw4b,7ad51517104db0678b692f99a26b74c4nhq1d,0.0
848d3eaa622b26fe57d352eedd9649f4v6obv,a3d2de7675556553a5f08e4c88d2c228ss5be,42421b4ffadcdd23833d2d4bf9c2b6fezlco0,0.0
5686520af5a4215a239418fec906f88e4she5,a3d2de7675556553a5f08e4c88d2c228wi4vt,99fda9c5663e24f4d1d8b590fd0289d0owuoj,0.0
e98d8f348b266653b6784329782fd2e91vu3h,1fa1fd2c5e10f6b6458a01212330f131udlg0,77dd4e4d805a9d52a1549fe88a6035d5u96r4,0.0
68d468e15e0de0bab9694cdca8e799eb2j8kn,a3d2de7675556553a5f08e4c88d2c228vf08k,767150cd5a97ed796bfc58456f5500250dsv7,1.0
64a39f766b2e9d9471b104f0d0289740a9kdq,a3d2de7675556553a5f08e4c88d2c2281adh3,8947e446292a8f0574a2c420dfab9276yuiuj,0.0
f60edfe5177cab56896a9d6860995095cl1bb,01b2576b7aaebe2a96eacbc9ad17ed310tz4f,2a8afb688516c4218cdbaf3b70f23715pco0r,0.0
e3ccc9bd16fa1f4a92fe87b4a54e5e72uficw,edef5fc426c9ece2aea86fdebb72aa204a3hp,3380cb0d74e05fbce0fab85c3798cab7mq9je,0.0
481fdbc92e77bba4c9611841a7d74071elwx6,b315c7d2390d163662775b1bd8c53bbax9428,022b06519985716abd9fc8ce83540d58hzul1,0.0
72bc07c7241e1856ba31609d11501c91cswlb,a3d2de7675556553a5f08e4c88d2c228nh8ia,a3d2de7675556553a5f08e4c88d2c228yc19f,0.0
792edafa0603516a57932e6103e9dd54ajar7,44425e86548a606a6d597f4c3c70f5846xgzi,0b5aa4cf2540457f5930920039e37525vt218,0.0
d738b259ec6e6af625d1f41abcfd63e9e53tx,e63a0f17919dec79c46622139cc675c5c6053,05b347f85a3b379667d936a7e7509124q0p4r,0.0
4dd2a50e589cde2802c4bab143dea61ak517w,ed9f100e8c9f01555d156a0491f23bce3jhfj,a3d2de7675556553a5f08e4c88d2c228jm0mt,0.0
fb92fc925c5df50f4da7874a7542cf2210z1f,a3d2de7675556553a5f08e4c88d2c2285fa8i,a3d2de7675556553a5f08e4c88d2c228g8zew,0.0
19815d9bcdc74c3ddfb9ff210c1739f3tup3i,a3d2de7675556553a5f08e4c88d2c228gla84,a3d2de7675556553a5f08e4c88d2c2288jadq,0.0
91dcfc10da696a6d90966ff795751708er5fp,083bc22d18277fe963217e1ffd36680fmapvv,9254648068b416562840dee183eb1a770ehin,0.0
bd586db332285f3c45814fbb8f638d79d26u7,d82dffa6914017f97bfcd08eb8b28018faey0,177c83736bc2a0a60ca8e4d1c28809575m2ti,0.0
927c5e145de79f9ee2ada0ddc054b4e9hc3qj,a3d2de7675556553a5f08e4c88d2c228bxtfb,c677d891338aba4e9d68f250cec4da3amq2yj,0.0
a3c2ba79963b637f15086e6255a46253lwpnb,a3d2de7675556553a5f08e4c88d2c22839qe6,d74d540d949902c04ce74c7eb69edfd7l6m3y,0.0
bcf95b210295831ff6e20db3a570f909n3q25,b741ad79e09f5bcc76c8e25c994c072dnw9qv,2c28aa60f10dc239b63041c96027ba42w5n5o,0.0
85be8fd21f41bc3dee86597d272825726bp69,a3d2de7675556553a5f08e4c88d2c228dgc5g,afbcd49ed80d8db20ab8db70cfdcb4d7264un,0.0
59ae36080fae26bccbbc31a4505b6fb3v3zjy,a3d2de7675556553a5f08e4c88d2c228tdv5o,8a320bf257476e16694d821108fd7d041wl0i,0.0
ef24ca4be7ccbd6ec68d4ea9f47c9e8ex1g09,a3d2de7675556553a5f08e4c88d2c2282g82j,eba3386f4f372e4bff29a15924328b47v8q2m,0.0
1cbd9081de4481ada66f1853737f7684ddjd1,a3d2de7675556553a5f08e4c88d2c228buft1,a3d2de7675556553a5f08e4c88d2c228pijoz,1.0
e78cb9678684d649453cd5e1e46baf462lq87,a3d2de7675556553a5f08e4c88d2c228w26pn,a3d2de7675556553a5f08e4c88d2c228ng6v5,0.0
2307bb06855a6fe75ab56ee6b4a3860835di5,a3d2de7675556553a5f08e4c88d2c228zv0gr,659809c4267e9236e74bdcfb90f1ef3523v75,0.0
6394edfbd35aab54801518835e33ed50hcr5f,618b6cc4cd96c64ebe6ae20da96f910aoy3cm,a9fe992abccea6d702209b4f250917873thms,0.0
68600b8922561fe26b8b6acf1d11efdfb24k7,a3d2de7675556553a5f08e4c88d2c228u2ung,2a96c3ce94b3be921e0296097b88b56adu4jv,0.0
dadbcec8b02ac75c5935f419b318ceca1wwjw,8b1f2ea50e654647a656a0c89856d1a1ejvae,a3d2de7675556553a5f08e4c88d2c228yzcli,0.0
c5babbaace35399cf51a9356bbc22733xpi5h,8a8477197466aca39674e2a2d7df9648tk65c,7ad51517104db0678b692f99a26b74c4ckis9,0.0
09d71d3e6a6871a7598dc2764c5bb4ffkz6mc,a3d2de7675556553a5f08e4c88d2c228aiumg,a3d2de7675556553a5f08e4c88d2c228y7jgq,0.0
af98b7d5a7c1ccd2968252a2fb1c06f69igbv,8907b012e41eab2ec876dfd115ca4482e4uh1,a3d2de7675556553a5f08e4c88d2c228whg37,0.0
96b90af2d3eea4d3b2bc725e1c92e212qu52g,39ef2afbc0cde265550cafb40eb3fd8erzlrm,0e6dfa874409a90bc0fbf0d531475241cvw1o,1.0
8e1f8e5907b3cc256a2a57ae9ac81e063gbz4,a3d2de7675556553a5f08e4c88d2c228tfehz,a3d2de7675556553a5f08e4c88d2c228va9gb,0.0
02bde521e763e4f4e590e8368149e04a96il9,a3d2de7675556553a5f08e4c88d2c2286r1lb,935d2083173e96f099816c1b1f7ee249kk8zo,0.0
6ecd9f4b332eb790dc933aea0a1528e2qkp4y,b46df158c6859c28337a9772151ab236egcgi,a0ec9d652eeb937e1cc60fa19b09c7461gs79,0.0
f769b9f92260ecf046efd05bf9ab6822j7c02,f9e2a66061ff6b862ce72db442d833e84qqfj,5a937f9deafac2a35b1bd12d28acaa7d7db0s,0.0
4c4431ec9b6e683bdc5a3118d5140105r1nas,b7d1de576bc812fd8336c082874dbdc0mrlza,4313093e51ad9cd071f8912c7ad8429aidkpv,0.0
1cd8d86911413c73e92ad1170cae68c3pocsn,61829de4895b1b2a0fab34bc9ace8429l6o4g,a0c0e027a636b74d94386f750994e889fbjg6,0.0
87aa94042390f9267d3b7d90e42b022ek5mbu,05fa32014c5721cbc5ae1a6cea5fbbbcpz0f6,408c43de9ed059feb375c84d347b0fc97w1i0,0.0
bd2cf3a868d168425cf1bde7c49d40b9jq0xu,20d1c8608c065af9d418a49d6abe5507f0b33,4d90f2e709f1fc0810e5aef472dd39357uzrc,0.0
1e342381f2c64318a51a9b71d91897f8dv9ul,a3d2de7675556553a5f08e4c88d2c228slh99,8d1211f89d9f00efe2eb747955714935l8205,0.0
da6e2a5651b4f44fa3cff41cf9731ff8qc8fl,a3d2de7675556553a5f08e4c88d2c228r5ndb,a3d2de7675556553a5f08e4c88d2c2283x6a1,0.0
001068c415025a009fee375a12cff4fcnht8y,a3d2de7675556553a5f08e4c88d2c228iiasc,a3d2de7675556553a5f08e4c88d2c2282aj35,0.0
cf33d05860b7f7d9af73c6091190b81ektz1j,a3d2de7675556553a5f08e4c88d2c228ax585,a3d2de7675556553a5f08e4c88d2c228o8bap,0.0
9df0b0e5ca66460495931376045feb5fu4y7b,a3d2de7675556553a5f08e4c88d2c228wgt71,05521eecd7d37781807fdade129bed1fmwa4o,0.0
d9c6b6d7290e4475bcd6d264fb33a706fqtvc,481fbf4bf840b47f77f46f6e68a054448jejr,650f54c868ab39e65b5e077823d71b95eshcg,0.0
9ded76c5244a2116a3b5432fa265a800j0bvt,a3d2de7675556553a5f08e4c88d2c228eurpm,01c206c609deb41c232d15b47a62277847ep2,0.0
cab0d4e41ea81636de3bd3a1800d8da8x4yca,58f127a97843312f5f9c5c7f3e824a90vv016,2fc0c77348b8b62e4d0f522af77a1effv6gfs,0.0
53691811bd992911edb9f5f64f49d8f5luk1f,e739cd9362ec7781aaa2011b38dda228zj5a2,a3d2de7675556553a5f08e4c88d2c228q7vzq,0.0
0cca10034c58287ee6fbec14a3f96c3546sdh,a3d2de7675556553a5f08e4c88d2c228koqaa,066e53c6bbdfb7a57588090a341d5389bs575,0.0
827da66b68b225547050c11df16f845618ptk,a3d2de7675556553a5f08e4c88d2c228968ld,aac2c178ab4f12c5869a8bb789e9c2fecb4ib,0.0
1ae57d217b27820cabf6e24b721bfb38s6ja0,6dc76e92d02ce4f4af55f858987ce516zpjql,c2e2ffcffb384ca6ced38bbd9a5c5a62bh8wp,0.0
7cb144485c703ac09fc73aa646041f72ogqwv,a3d2de7675556553a5f08e4c88d2c2286p0lo,b5f33a97eb5869b36e59289eff53360d87h4w,0.0
577af9ccdc29dcacbbce0f36b7c1ff15btljp,df9741a5fa05eea36db3b1211e80107dsw6ss,c8e927b259e03602a75c7901732a0d6fjw020,0.0
21580623ea81c5b0b82aaf74890218e5mio2z,a3d2de7675556553a5f08e4c88d2c228lkrnk,a3d2de7675556553a5f08e4c88d2c22819ksi,0.0
6531bde8d4decd9708ff4407ef95e887a26yi,a3d2de7675556553a5f08e4c88d2c228uinly,5cbbdd4e79c7e1c4cabe09ddb75c5a2ebjihi,0.0
ff58ffde976a4899dcd89597a7877e18lntgz,55025819a490a91175ed2e3fcb95be64g1ftl,b312117de5aeb80a49c753f562c4b2d38c6j6,0.0
806a46eb814ec7a09bfffcf38b0763d344tc3,c9ef8f9c82a24602bca4f1fc4e69fd61gqkfi,3a0b8057e5a900d872232c62a7f4c120rqftm,0.0
20cb327bff59dc8f4fe1ac68a30f02eb6jrq6,a3d2de7675556553a5f08e4c88d2c2283crxr,c482034d9867005c186e56729d6110d70r2mi,0.0
f5a67722732675f6285b70b9f008665fq01bk,a3d2de7675556553a5f08e4c88d2c228gyg4n,a3d2de7675556553a5f08e4c88d2c228g6ve6,0.0
758bd601d6700494300ec1647682eb34vq1zp,4550965dd56263e406adcee0075822f21o3m1,aa473f546ba08c64548ea01f7d164e4bs45v0,0.0
80e753fbea14f966b1fc6d1e194d4e66822ms,3e9073fb9219ceb4a1dc9dbb9e1acbe966kk7,2367520c8d94e70f47f4e28e72004ef99kp0w,0.0
d0231e5200b870c055db7e3daae24bc8lt7at,b1b2ce3ff9eba49de46c2b1494944815xrdly,8237603cedb76af6dd5adb06a120deac3vous,0.0
bff9a98b73f2b9a01300d3fd3d55b16b1190o,a3d2de7675556553a5f08e4c88d2c228v26v0,a3d2de7675556553a5f08e4c88d2c228qo8sg,0.0
03244a553a252dcc3a3037f0371c8d33fmpd1,a3d2de7675556553a5f08e4c88d2c22886sbt,1df0b2cb82cd98e90972acc8e8a752detwki0,0.0
28c0d4c81a22958352aa742f7d74e477qwo51,a3d2de7675556553a5f08e4c88d2c228dwfhj,bbde523bf0f65c6700a83f2b3747482dj7jw2,0.0
461dc3d03d1e28d52770a4d3dc7db34558fcg,a3d2de7675556553a5f08e4c88d2c228h4qu9,e94c5ed4d0d75938af6b6b9058eb1d5bkp5fz,0.0
d27221cf2bfaf0fa7a60ffd3e1e3a53efagvp,a3d2de7675556553a5f08e4c88d2c228jes79,0c322789fd0b00c061132f57f1128482lg9q8,0.0
915ccac760c7359a446100fd1a54bbf6oyrzf,a3d2de7675556553a5f08e4c88d2c228ppqpd,a3d2de7675556553a5f08e4c88d2c228d49ia,0.0
60b8145bcfed7a5f2a23b596a8aff99cdzn4m,5d0b7d8f7c4f94cc58e6891f30dc6030nx7xd,6d17923098a99d8fa50dd7ff7311f5e1585dq,0.0
0e66933c924764a59760aaae5368e7d1e0s88,1666e5e98bb0c84c90037ba9041a0775wewwh,e7caab68ab7b669ca5d29366f9773ad69gct3,0.0
48117c1e2b56cfc8739f83683e01d9b2aoc66,a3d2de7675556553a5f08e4c88d2c228c1dwd,3589797424436f5e77688198a0409463x3pra,0.0
6086425310e05e77a53317490e8c1f3cxzf2r,eec87cdc42a752940dcd0edbf1398ef14dgws,326a91d8722fae6c2a802caa9ed310ff0s341,0.0
3073231f45ca50ad6830d4dc7261f283iwjjm,a3d2de7675556553a5f08e4c88d2c228u0rad,a3d2de7675556553a5f08e4c88d2c2285yf8k,0.0
9baf61c813f1d4a09e3c70f6dc741f34voe3n,a3d2de7675556553a5f08e4c88d2c2289xg0x,a3d2de7675556553a5f08e4c88d2c228sd2nu,0.0
024cf43497fd7381df6254888670f84bwbbam,a3d2de7675556553a5f08e4c88d2c2281bppf,a98c3537b9ab734e82ed07d1e97d88eax08c7,0.0
75c4518eba20c9299a3a836d9905c327w6j8b,a3d2de7675556553a5f08e4c88d2c228o31cz,a3d2de7675556553a5f08e4c88d2c2287lurg,0.0
47e0637718480102d235233c83661a7850foh,e3a019c8d74e3103ef302c2d2fabf2208ch8m,9e205f86545bf2b2315604c394b6bb538sbg1,0.0
12d6239a92972a35bc990225b3ab33466znm8,a3d2de7675556553a5f08e4c88d2c228vmub2,15377fd75760546b111f7cfc5d3b7ea3v9dfw,0.0
d65efaa8129a85f85bf909e5abde8c3628gfv,2981750fbed3b561685afdf5f8bd484b499cn,a3d2de7675556553a5f08e4c88d2c2282r3s6,0.0
226017dcd6506ce20886540ff734210d8hib1,53d633de66a4e4f06dcc766a67ab5168b1osb,2e4407ca09438f81f5b6a82eb42aaddftnfkj,0.0
5960fc711b544e2617d0f76360b69e2afds2b,a3d2de7675556553a5f08e4c88d2c228nklqc,8c8f283eb0df2be96fd28308c16ac9abn8nn9,0.0
3b233dc399f175100fb11ff9c66fa5b074z60,c9ef8f9c82a24602bca4f1fc4e69fd61l0qsj,3a0b8057e5a900d872232c62a7f4c1201fcxc,0.0
ae94687eaad6b410713db9106c42566axgn9n,828050b7d1e6890270d2eb7e7f5568bcqi36n,4d90f2e709f1fc0810e5aef472dd39353vg07,0.0
15972a431aed117840dfce5556242366c3fwq,4b5c8f52a678e51ebe0ee3fc26da66902e2l7,865e5987e0c8fc7f6301b5571d688d13pu5j1,1.0
367edc726ba8e667973844395493559dtf2o3,a3d2de7675556553a5f08e4c88d2c228paex8,a3d2de7675556553a5f08e4c88d2c228qi0zj,0.0
d5f997729fd5a0aa13307e027804de515jziv,6ab7c483808c5de24a048dd960e60e42a77dy,06fe9f9f9c933b8aa774abe25bed37a2gbjio,0.0
5b25a86acea5ff395bbd62399bb5cc9bb7h6i,a3d2de7675556553a5f08e4c88d2c228w3b99,c3b363a3c3b838d58c85acf0fc9964cbjmwm8,0.0
fc8e62e5fb69ba67265a3d0e3403aa3fr8c2q,a3d2de7675556553a5f08e4c88d2c228204cc,794abfcfc9a51569c6415a61a319b3525wyou,0.0
8c2bdb9dd878a811701838002627a056be0ce,c6e86e9ab84a5999fcffcffddd4f0e01lvgse,7b3c44cbf3b1d10e971cb657b40f73b36eipa,0.0
36b84c776aea2e008180dbc72393ed750zsbr,a3d2de7675556553a5f08e4c88d2c228u68lr,bf0ad028849b342eaf3eeb56677e8065s0m0b,0.0
9653f425ed82418570fbca890f7032b16sjjd,619c28c054d340462a7a7382120ef7697kzdy,b69c80691a647666415b81e407c82c633hcsa,0.0
3edae72a9d44c43524c0203ce38581d1790xh,6ee9065c7f23516651fe5975fdb46a4ee8u98,c1c47f4178a44b82f49bcb468b0d26d0ag7w5,0.0
efc61ad6db17265a4bac85f77b154ef414tpp,a3d2de7675556553a5f08e4c88d2c22850etl,a3d2de7675556553a5f08e4c88d2c228d6pnk,1.0
a9229b83f54a5f44a69e65b9b3aa7aa26qcon,a3d2de7675556553a5f08e4c88d2c228ulrer,a3d2de7675556553a5f08e4c88d2c22811ei4,0.0
dc52611b1a2c84c0949da5af9870d57fj6ab0,61cec766d5de69dfd4e8f6f108d996eagofql,b76ccb56d4fa00b7cb0060dff915ee68a76ep,0.0
671fb1e314a1f480ba9ad9b5a1cf6a91w1k2f,3aef52cf16de334ae16fe151a2cd6ee20qm0u,60a01209fbb19d15063552c529189568r668o,0.0
5106dcca581b63cf2226110a9048ee4846sxb,a3d2de7675556553a5f08e4c88d2c228r70ik,3ecc4d4da344977005a977f5713fca69njf5y,0.0
b27db6c048fa41b496dfd3423226bb0923yfv,a3d2de7675556553a5f08e4c88d2c228s9f39,cd77a3175957efaefd0eff8ad3b275ddj3w53,0.0
91d9b706f63537c5fc0027c50b0e3b06qpdgz,449d39944b6f98242554de531a516adalau0d,a26f24fa892b193d8ab3494bc44e982c99dx1,0.0
2e3b450b727fe3e888c85d52251fd33ffoi4b,a3d2de7675556553a5f08e4c88d2c228dm8tl,6405b58b0ff2b0099305893f24e5b292xtn6l,0.0
ca76df527977e5168e1b3352cfab2ed9htipb,d75b72c487117542fcbb0ce7a24371911a5de,af1f7f6037629540231bf20ca424d356wrk9v,0.0
8d43ad48f315364be4d979d2e9d5ee67quqyi,d06c7e447670169852d51a7d203e3dcfnswb4,4a28d0cf109896236a89b2a1ab33b50cinrnz,0.0
68f092336430866db606f137c57c87e0hw7aq,5a26a418b5c2e6213c11f0db563df5bfjk3ve,56b7e853da7fbbf31bd0da5c24d8a3a0sbme3,0.0
acf06eabed56f179cf32ab60b6b076820ajls,988c8087646bb5398c2a7f2dae56c9016mdao,f3a845f7b658c2e9f6bacd8c17602dbapecy7,0.0
22fb740f267ac617118261b2fd3365batisfg,a3d2de7675556553a5f08e4c88d2c228tv2jx,2a96c3ce94b3be921e0296097b88b56ap1yvf,0.0
7264bde42ef4fe3fa19cc7c6d64696cf7pqtd,a39668090007cd424f178244cfacd777imxmb,0c241bfc088dcff8638d6a76cedca1e6h18o8,0.0
961ab8cb7952191816db53f8a11a35fe1zecm,a3d2de7675556553a5f08e4c88d2c228tgk6z,a3d2de7675556553a5f08e4c88d2c228l4rsy,0.0
99fc8ed25265e58bc94d9d95180badf4t2e3i,a3d2de7675556553a5f08e4c88d2c228gjhd2,8a7db0c8068208315c9357e31ff5d33fhv8sb,0.0
74ecf5f9adfa4dcca4dcf020209db81arynmk,b51021ce3e9af422c5821878683e5c6enaim4,ec03d7d9e9c8270b7d913f414913f6085f679,0.0
3d9910a238a0f282ad3132dd6fc981c8tv3tg,a3d2de7675556553a5f08e4c88d2c2281ehah,c856c4f51e949635cb567f7321bc0c6at1y78,1.0
f90f13ddfc0f98cbe3c2346a2e30093cq6zo0,a3d2de7675556553a5f08e4c88d2c228yr4t0,d3430fdf2eedec7ca08f0c79ae5ab1dfv6ukc,0.0
10383b390780e7b4b03dc32c94b4973f66wou,d1b51784d140ab58bbd33683674362235g9l9,55a94166a87ffeb4c5fb6b7a43d70f25ehnjo,0.0
fae963b2adbefc663692d7feddb50d5dxz1hn,a3d2de7675556553a5f08e4c88d2c228570kr,e048f5d50823df461686fde13a25d287dj2yo,0.0
19353c42feb91a216885fe012efdfb11s2iu8,51cd0540c8da32b201bce38c4cdad6c34fow3,aee5ed63f088e999813e0b3e9273464fddkj7,0.0
